Name,ID,L,a,b,LRV,R,G,B
Blue Depths,626,46.3223,-4.14966,-15.1849,0.15508,0.3544,0.44151,0.52925
Into the Stratosphere,627,34.0261,-2.09309,-14.5405,0.0802077,0.257337,0.320325,0.403687
Illuminating Experience,628,89.928,-2.3357,1.13389,0.761479,0.871417,0.892197,0.877868
Polished Cotton,629,83.8472,-3.96304,-3.39629,0.637726,0.779316,0.829622,0.844025
Star Mist,630,78.4759,-5.23483,-6.56107,0.540244,0.70179,0.774513,0.808081
Chicago Skyline,631,69.214,-6.17641,-9.51349,0.396423,0.587121,0.677962,0.728914
Breath-Taking View,632,62.3335,-6.77719,-12.018,0.307941,0.502813,0.607664,0.673188
Cape Cod Bay,633,45.5718,-7.15316,-12.2776,0.149545,0.332593,0.439501,0.50225
Day Spa,634,34.1839,-5.68187,-11.783,0.080969,0.239773,0.327999,0.387628
Aquafir,635,92.6252,-3.46027,-1.66484,0.82114,0.88474,0.925492,0.92875
Empress Lila,636,86.9846,-6.60869,-10.2678,0.69975,0.770234,0.871585,0.929324
Marzena Dream,637,81.1216,-9.31619,-18.773,0.586912,0.651365,0.814761,0.925978
Watery Sea,638,74.5797,-10.7685,-26.2562,0.476122,0.532887,0.748433,0.907035
Acapulco Dive,639,65.6996,-10.2387,-34.2287,0.349371,0.395394,0.654705,0.865184
Skylla,640,49.5272,-7.22295,-44.7817,0.180257,0.121863,0.486261,0.760769
Dancing Sea,641,32.3338,3.0956,-42.0931,0.0723402,0.110033,0.301657,0.560825
Sea Foam Mist,642,86.6485,-5.06967,-4.73747,0.692922,0.796899,0.863292,0.884745
Abstract Idea,643,82.3458,-6.4534,-8.85846,0.609387,0.725912,0.819853,0.86724
Dancing in the Rain,644,77.9754,-6.45384,-11.8588,0.531702,0.669115,0.772812,0.840913
Calm Tint,645,70.3498,-7.7622,-18.7089,0.412487,0.551514,0.695203,0.806374
Key West Zenith,646,63.3688,-8.27537,-22.4836,0.320314,0.457397,0.623635,0.757051
Zenith,647,49.0458,-8.76895,-25.4094,0.176313,0.288106,0.479498,0.624626
Happy Tune,648,35.6502,-6.52406,-20.7872,0.0882758,0.203361,0.344985,0.458333
Divine Inspiration,649,89.1925,-3.83026,-0.378442,0.745728,0.847326,0.887828,0.880748
Bridgewater Bay,650,84.2294,-7.64426,-8.47999,0.645077,0.737324,0.843153,0.885161
Soft Blue,651,79.9381,-9.75642,-12.6577,0.565718,0.658211,0.801564,0.86793
Mountain Main,652,72.3596,-10.8033,-17.0484,0.441964,0.551064,0.722718,0.8161
Sea of Atlantis,653,63.2846,-12.1012,-22.758,0.319295,0.41606,0.630534,0.757617
Peninsula,654,47.8534,-13.3845,-25.6088,0.166793,0.214467,0.476204,0.61306
Queen of the Night,655,34.8992,-8.70425,-22.4422,0.0844809,0.159014,0.34217,0.461159
Roman White,656,92.6249,-5.27082,-0.946867,0.821134,0.87201,0.929644,0.923025
Kyoto,657,87.876,-11.4295,-7.58395,0.718079,0.746761,0.891798,0.918586
Orleans Tune,658,81.5573,-17.131,-15.3933,0.594847,0.593918,0.835425,0.90496
Lasting Thoughts,659,75.6903,-21.1414,-22.3804,0.493851,0.448324,0.78053,0.89009
Epimethius,660,67.7656,-23.067,-26.9393,0.37655,0.292854,0.699558,0.834876
Charybdis,661,61.6421,-24.7633,-30.8767,0.29986,0.0877972,0.638451,0.795349
Ocean Spray,662,32.1073,-14.4385,-29.0529,0.0713278,-0.166439,0.326967,0.474612
Falling Tears,663,93.8785,-2.76688,1.41001,0.849893,0.912684,0.937346,0.91973
Zircon Ice,664,88.9945,-6.62089,-2.83418,0.741524,0.815382,0.892556,0.896409
Monet Magic,665,84.8486,-9.88533,-5.80233,0.657107,0.733432,0.854485,0.871891
Trisha's Eyes,666,72.2732,-12.8558,-10.8449,0.440669,0.555634,0.724852,0.770414
Blessed Blue,667,60.3358,-15.8901,-12.7878,0.284977,0.394522,0.605164,0.656289
Wish Upon a Star,668,49.4051,-17.4684,-12.6673,0.179251,0.265504,0.496314,0.542293
Frozen Stream,669,33.4815,-11.7136,-9.25111,0.0776166,0.188594,0.331486,0.364526
Drifting Tide,670,93.3081,-6.07352,0.237119,0.836726,0.87635,0.938988,0.921608
Egg Blue,671,89.0556,-12.2545,-5.97734,0.74282,0.757698,0.90648,0.919659
Quiet Pond,672,82.1987,-20.6153,-11.9631,0.606657,0.57995,0.848924,0.886376
Enchanted Evening,673,73.3454,-25.9635,-17.6592,0.456923,0.388138,0.763144,0.829398
Sarah's Garden,674,63.4422,-31.8895,-22.8672,0.321203,-0.0293851,0.667776,0.757947
Blue Bliss,675,54.1093,-34.655,-24.3276,0.220776,-0.634615,0.573974,0.668082
Job's Tears,676,34.0892,-22.1102,-26.6467,0.0805118,-0.353067,0.356343,0.478644
Eastern Wind,677,91.9221,-11.7549,-1.42808,0.8053,0.808173,0.936689,0.917672
Luxor Blue,678,89.2034,-15.4158,-2.89956,0.74596,0.741216,0.914464,0.897772
Everest,679,85.6038,-22.2459,-5.80452,0.67198,0.626101,0.888931,0.878371
Andes Sky,680,80.5981,-29.5826,-9.87037,0.577474,0.469674,0.848088,0.852021
Cyan Sky,681,66.504,-38.7721,-13.2153,0.359791,-0.0405545,0.709889,0.721968
Pleasant Stream,682,58.1046,-45.058,-13.5205,0.260712,-0.842719,0.628927,0.634719
Joyful Tears,683,36.972,-34.9433,-11.6059,0.0952283,-0.444653,0.398223,0.410453
Snow Drift,684,93.1209,-5.54735,1.38523,0.832435,0.881769,0.935452,0.910946
Dillard's Blue,685,90.7901,-7.32911,0.201671,0.780223,0.838059,0.913684,0.893549
Outerspace,686,84.9754,-13.9424,-3.51835,0.659588,0.706625,0.864313,0.855737
Stillwater,687,74.4753,-17.7183,-6.43926,0.474478,0.549639,0.757614,0.761858
Cold North,688,59.6197,-23.2072,-7.26632,0.277033,0.333137,0.609996,0.609692
Atmosphere,689,50.3758,-23.8937,-7.05368,0.187351,0.226686,0.515909,0.513823
Blue Period,690,30.6508,-19.327,-10.2609,0.0650435,0.0283075,0.316872,0.343357
Paradise,691,93.7181,-7.49984,1.42081,0.846177,0.872474,0.946717,0.917004
Barely Aqua,692,88.9356,-16.9875,-0.895345,0.740277,0.730703,0.914478,0.879529
Island Breeze,693,81.7133,-27.8049,-2.44226,0.597704,0.539276,0.855885,0.809818
Turkish Teal,694,75.6319,-29.3858,-4.00423,0.492908,0.447751,0.791937,0.755036
Indian Necklace,695,66.1645,-35.3635,-4.92458,0.355368,0.245342,0.699432,0.660045
Meringue,696,57.3201,-39.223,-3.27811,0.25252,-0.0788259,0.61075,0.556532
Arizona Stone,697,37.391,-30.9898,-1.68663,0.0975055,-0.109653,0.395945,0.351627
Calm Thoughts,698,92.9704,-4.55515,4.52283,0.828994,0.896466,0.930886,0.885778
Lickety Split,699,84.9431,-9.15196,1.4381,0.658956,0.762631,0.85264,0.819462
Uninhibited,700,81.4699,-10.8095,1.33784,0.593249,0.711141,0.818103,0.782051
Plunge,701,76.0515,-11.8751,1.21928,0.499711,0.644279,0.761413,0.724339
Peg's Promise,702,67.8419,-13.2569,1.30478,0.37758,0.547429,0.676382,0.636679
Mountain Meadow,703,53.7348,-14.5842,2.66578,0.217258,0.398653,0.532419,0.483152
Plateau,704,40.6915,-13.1852,3.41431,0.116729,0.287934,0.400599,0.35219
Bay Green,705,91.1013,-9.99012,2.74369,0.787065,0.826591,0.922802,0.877442
Filtered Forest,706,86.1499,-16.4397,2.5112,0.682874,0.716459,0.881653,0.823464
Shimmering Glade,707,81.7619,-19.9511,2.71325,0.598598,0.638239,0.840245,0.773562
Catarina Green,708,75.1346,-20.1766,2.38286,0.484927,0.56499,0.76817,0.704764
Calmness,709,64.2789,-24.8668,3.09092,0.33146,0.40911,0.660331,0.585306
On the Nile,710,53.4509,-27.4913,5.89564,0.214615,0.280535,0.551276,0.456414
Cute Pixie,711,31.6875,-22.7106,2.85895,0.0694766,0.100435,0.329494,0.271545
Teal Treat,712,93.3617,-10.5747,4.36367,0.837957,0.85119,0.949252,0.890225
Mediterranean Mist,713,88.7963,-17.7435,4.225,0.737334,0.73881,0.913678,0.839492
Turquoise Tower,714,85.8145,-23.1582,5.24589,0.676169,0.659991,0.891305,0.798271
Aquamarine Ocean,715,76.8588,-29.8252,8.22375,0.512974,0.508331,0.804361,0.678914
Blue Green Scene,716,67.6948,-36.9833,11.0327,0.375596,0.337491,0.716335,0.56193
Tropical Tale,717,58.1566,-42.143,15.7494,0.261261,0.162784,0.621426,0.431793
Aquadazzle,718,40.6082,-37.8752,12.9828,0.116215,-0.0896713,0.434892,0.285073
Mint Grasshopper,719,93.3263,-6.89831,6.06208,0.837144,0.885626,0.94013,0.877667
Silky Mint,720,91.3489,-9.64726,6.81081,0.792536,0.843331,0.924134,0.849628
Leaves of Spring,721,88.3259,-14.739,8.65766,0.727448,0.772772,0.901304,0.80163
Liliana,722,81.3196,-21.3948,11.8984,0.590509,0.648687,0.836897,0.700676
Goddess Green,723,66.1203,-25.5591,16.0574,0.354795,0.464134,0.67942,0.511793
Wildness Mint,724,57.6633,-28.3275,20.4883,0.256083,0.364458,0.594584,0.395807
Melbourne,725,47.7102,-25.0778,21.8385,0.165673,0.299868,0.487317,0.292288
Hidden Jade,726,94.3497,-3.90737,6.252,0.860874,0.921436,0.944549,0.888162
Graceful Mint,727,92.1775,-10.4879,9.64513,0.811029,0.853012,0.934886,0.837201
Celtic Spring,728,83.8746,-23.91,15.9247,0.63825,0.664814,0.869648,0.697417
Garden Goddess,729,78.218,-25.002,17.4667,0.535831,0.599001,0.809066,0.625971
Lucerne,730,69.3659,-30.8863,23.7565,0.398547,0.468532,0.722708,0.48735
Aqueous ,731,59.9177,-35.2395,28.4953,0.280321,0.33906,0.628533,0.357876
Tingle,732,45.7138,-36.8335,29.7034,0.150582,0.170193,0.483642,0.213865
Leaf Print,733,92.0679,-7.22336,7.7776,0.808568,0.873454,0.926481,0.850725
Vineyard Green,734,85.2695,-12.0897,6.46457,0.665367,0.755815,0.861914,0.785209
Cool Spring,735,84.0236,-13.4355,7.60195,0.641111,0.734246,0.850879,0.763014
Mini Green,736,76.1576,-17.2408,9.16325,0.50144,0.622638,0.772435,0.66682
Buenos Aires,737,69.3475,-19.0409,10.8428,0.398289,0.540925,0.702406,0.583341
Spring Forest,738,56.5849,-20.7451,13.3682,0.244999,0.404037,0.571292,0.436835
Jungle Adventure,739,40.3193,-16.3438,13.1659,0.114445,0.283996,0.401189,0.284823
Just About Green,740,90.8346,-4.26097,9.00746,0.781198,0.886215,0.905561,0.828458
Turning Leaf,741,85.2902,-6.7291,9.39524,0.665776,0.806753,0.849727,0.764653
Isle of Dreams,742,80.3921,-9.11365,9.87847,0.573786,0.736097,0.801269,0.708007
Belladonna's Leaf,743,76.4796,-11.5533,11.3421,0.506715,0.678565,0.763825,0.655375
Hidden Glade,744,68.3044,-11.975,13.3626,0.383864,0.594277,0.676938,0.555901
Chic Shade,745,58.1214,-13.2214,15.1531,0.26089,0.484814,0.572999,0.440909
Mother Nature,746,41.5043,-11.1735,14.6616,0.121822,0.3372,0.403587,0.286781
Whitewash,747,92.4986,-3.20059,9.12986,0.818273,0.91331,0.921618,0.846049
Balance,748,86.0867,-6.69563,10.9909,0.681606,0.81955,0.858198,0.761397
Perspective,749,82.1553,-7.82411,13.0989,0.605853,0.772809,0.817203,0.703308
Wispy Mint,750,78.762,-8.75783,16.423,0.545166,0.736342,0.781811,0.642677
Green Glass,751,72.9955,-9.9987,17.6423,0.451576,0.667929,0.72217,0.573529
Cactus Valley,752,60.4407,-11.2975,21.3277,0.286154,0.534934,0.592394,0.420559
Baby Vegetable,753,42.5723,-10.048,20.2507,0.128737,0.364893,0.411311,0.259357
Colleen Green,754,93.458,-4.01823,9.42612,0.840173,0.918389,0.934277,0.854233
Creamy Mint,755,86.3259,-10.1065,14.9305,0.686408,0.804655,0.867967,0.733856
Meadow Grass,756,83.3404,-12.2593,16.0332,0.628064,0.757654,0.839578,0.693243
Garland Pine,757,80.7052,-13.1113,18.0358,0.579396,0.727014,0.812212,0.650267
Glendale,758,72.9074,-15.7877,21.3452,0.450236,0.630143,0.732788,0.544309
Perennial Garden,759,64.3728,-18.2186,24.2102,0.332624,0.528256,0.646515,0.43695
Green Knoll,760,49.921,-17.333,25.3217,0.183526,0.392205,0.496305,0.29007
Maison Verte,761,93.5012,-6.69042,9.78047,0.841168,0.898668,0.941011,0.851501
Green Song,762,89.8371,-13.3254,15.2865,0.759521,0.818179,0.914133,0.76843
Graceful Flower,763,85.5905,-18.015,18.6341,0.671715,0.741332,0.876371,0.696543
Green Sheen,764,81.9249,-18.1512,21.4769,0.601596,0.707343,0.835726,0.63634
Sweetness,765,72.9349,-24.8079,26.4641,0.450653,0.567551,0.750045,0.504659
Gentle Caress,766,65.4802,-27.2449,32.9142,0.346564,0.482795,0.67385,0.380952
Golf Day,767,53.1489,-28.2188,34.9693,0.211827,0.352697,0.546479,0.245449
Restful Rain,768,94.9381,-3.08604,10.1458,0.874718,0.943982,0.948563,0.865327
Earth Happiness,769,92.3504,-8.53156,17.1284,0.814926,0.8886,0.931247,0.782767
Woodland Nymph,770,89.367,-13.5139,23.3751,0.749446,0.829951,0.908188,0.70194
Green Lime,771,84.2561,-16.9535,29.2154,0.645592,0.758687,0.858042,0.602472
Wonder Woods,772,77.8691,-20.8186,36.0956,0.529901,0.671906,0.795017,0.482523
Glass Bottle,773,71.1748,-25.474,44.1358,0.424422,0.576689,0.730656,0.349328
Green Gone Wild,774,61.5302,-29.3465,48.3456,0.298565,0.44978,0.634541,0.213228
Elfin Magic,775,93.4555,-4.68485,17.8296,0.840114,0.932272,0.934553,0.790298
Green Mist,776,91.3992,-8.03198,23.4864,0.793651,0.895395,0.918559,0.724148
Envy,777,89.9297,-9.14125,26.9697,0.761516,0.877384,0.904232,0.681502
Vacation Island,778,84.8252,-11.1483,34.7064,0.656649,0.81945,0.851208,0.56768
Frog Green,779,80.2697,-12.5667,39.2098,0.571603,0.765893,0.803861,0.485155
Hyper,780,70.985,-15.6268,46.6229,0.421657,0.65278,0.709429,0.330352
Science Experiment,781,63.413,-16.9392,51.5057,0.320849,0.567771,0.631777,0.208882
